pair_id,chr,geneA,startA,endA,strandA,geneB,startB,endB,strandB,distance,species,no. of effective observations,BDP activity,,species,
2213,1,Zm00001d028414,34138159,34143845,-,Zm00001d028415,34144566,34150213,+,721,maize,18569,0.109379623,,,
2214,1,Zm00001d028437,34966683,34970269,-,Zm00001d028438,34970608,34979598,+,339,maize,5399,-0.210852302,,,
2215,1,Zm00001d028556,39084598,39085294,-,Zm00001d028557,39085728,39086204,+,434,maize,7962,0.573371035,,,
2216,1,Zm00001d028622,41158763,41162190,-,Zm00001d028623,41163185,41168227,+,995,maize,19381,0.138740865,,,
2217,1,Zm00001d028777,46189691,46192097,-,Zm00001d028778,46192688,46194446,+,591,maize,2999,0.471435852,,,
2218,1,Zm00001d028785,46379532,46380892,-,Zm00001d028786,46381297,46384012,+,405,maize,17202,-0.130352007,,,
2219,1,Zm00001d028965,53169397,53176921,-,Zm00001d028966,53177235,53181012,+,314,maize,11863,0.046700648,,,
2220,1,Zm00001d028981,53456181,53461952,-,Zm00001d028982,53462144,53462362,+,192,maize,5149,0.065492503,,,
2221,1,Zm00001d029014,54937514,54940747,-,Zm00001d029015,54941440,54943661,+,693,maize,1923,-0.25067758,,,
2222,1,Zm00001d029033,55450359,55453794,-,Zm00001d029034,55454318,55483990,+,524,maize,14351,-0.061675353,,,
2223,1,Zm00001d029123,59023014,59027798,-,Zm00001d029124,59028004,59030626,+,206,maize,17920,0.082836455,,,
2224,1,Zm00001d029162,60868086,60868896,-,Zm00001d029163,60869629,60871045,+,733,maize,15097,0.306315168,,,
2225,1,Zm00001d029207,62417036,62418643,-,Zm00001d029208,62419477,62427352,+,834,maize,7649,0.37635943,,,
2226,1,Zm00001d029227,63131993,63142494,-,Zm00001d029228,63142997,63153057,+,503,maize,3288,-0.012953514,,,
2227,1,Zm00001d029255,63865739,63867379,-,Zm00001d029256,63867544,63873593,+,165,maize,16745,0.335728169,,,
2228,1,Zm00001d029341,66635784,66637299,-,Zm00001d029342,66637359,66648456,+,60,maize,8724,-0.170324401,,,
2229,1,Zm00001d029482,72598357,72602773,-,Zm00001d029483,72602928,72605955,+,155,maize,18743,-0.048984247,,,
2230,1,Zm00001d029834,89472879,89473774,-,Zm00001d029835,89474423,89475256,+,649,maize,7004,0.15267699,,,
2231,1,Zm00001d030018,99937288,99940239,-,Zm00001d030019,99940331,99944552,+,92,maize,18825,0.563023182,,,
2232,1,Zm00001d030079,104118705,104119586,-,Zm00001d030080,104119711,104120879,+,125,maize,18674,0.435172962,,,
2233,1,Zm00001d030179,110823196,110824905,-,Zm00001d030180,110825776,110826168,+,871,maize,1677,-0.150391575,,,
2234,1,Zm00001d030182,111116230,111116739,-,Zm00001d030183,111117544,111123936,+,805,maize,1763,0.233579501,,,
2235,1,Zm00001d030411,130366507,130366881,-,Zm00001d030412,130367380,130370495,+,499,maize,15072,0.121266518,,,
2236,1,Zm00001d030638,150127232,150129938,-,Zm00001d030639,150130069,150133395,+,131,maize,18278,-0.316520014,,,
2237,1,Zm00001d030685,152957707,152961952,-,Zm00001d030686,152962388,152962935,+,436,maize,6213,0.088757547,,,
2238,1,Zm00001d030772,159066629,159067242,-,Zm00001d030773,159067789,159070059,+,547,maize,2721,0.11516207,,,
2239,1,Zm00001d030901,166628878,166630410,-,Zm00001d030902,166630765,166633673,+,355,maize,9061,0.004713099,,,
2240,1,Zm00001d030951,168634818,168645497,-,Zm00001d030952,168646071,168649959,+,574,maize,9765,-0.010674431,,,
2241,1,Zm00001d030967,169596826,169609280,-,Zm00001d030968,169609308,169615972,+,28,maize,19166,0.18304096,,,
2242,1,Zm00001d031040,174739638,174747699,-,Zm00001d031041,174748246,174754584,+,547,maize,18481,0.550750114,,,
2243,1,Zm00001d031311,185849377,185850081,-,Zm00001d031312,185850815,185852753,+,734,maize,8333,0.215769918,,,
2244,1,Zm00001d031326,186054718,186062670,-,Zm00001d031327,186062762,186075460,+,92,maize,18878,0.035526529,,,
2245,1,Zm00001d031631,196894331,196894660,-,Zm00001d031632,196894836,196908058,+,176,maize,3860,0.024144215,,,
2246,1,Zm00001d031640,197108702,197111394,-,Zm00001d031641,197111866,197115583,+,472,maize,18628,0.198306869,,,
2247,1,Zm00001d031799,202175993,202181535,-,Zm00001d031800,202182454,202182942,+,919,maize,13238,0.155874786,,,
2248,1,Zm00001d031945,207697841,207701019,-,Zm00001d031946,207701153,207705140,+,134,maize,15867,0.601361368,,,
2249,1,Zm00001d032061,211120200,211120631,-,Zm00001d032062,211120872,211124243,+,241,maize,1870,0.573186545,,,
2250,1,Zm00001d032370,224157746,224162834,-,Zm00001d032371,224163203,224168489,+,369,maize,13194,0.126117156,,,
2251,1,Zm00001d032441,226562003,226568345,-,Zm00001d032442,226568614,226576768,+,269,maize,19302,-0.051857761,,,
2252,1,Zm00001d032497,228417306,228418654,-,Zm00001d032498,228418762,228431630,+,108,maize,9982,-0.088014803,,,
2253,1,Zm00001d032537,229885861,229900303,-,Zm00001d032538,229900429,229901097,+,126,maize,4004,0.052286083,,,
2254,1,Zm00001d032667,233705669,233715985,-,Zm00001d032668,233716808,233720568,+,823,maize,18537,0.145620233,,,
2255,1,Zm00001d032708,235648794,235660837,-,Zm00001d032709,235661390,235662329,+,553,maize,7629,-0.142070138,,,
2256,1,Zm00001d032803,238798146,238799971,-,Zm00001d032804,238800382,238804865,+,411,maize,8464,-0.088343098,,,
2257,1,Zm00001d032915,242983285,242987684,-,Zm00001d032916,242987926,243024940,+,242,maize,2149,-0.209747956,,,
2258,1,Zm00001d032967,244981884,244997475,-,Zm00001d032968,244998348,245014854,+,873,maize,5895,-0.002369121,,,
2259,1,Zm00001d033208,254192142,254192597,-,Zm00001d033209,254193485,254194214,+,888,maize,3805,0.249554611,,,
2260,1,Zm00001d033250,256135077,256136167,-,Zm00001d033252,256136270,256142816,+,103,maize,18762,0.868911458,,,
2261,1,Zm00001d033357,260114420,260116621,-,Zm00001d033358,260117537,260117743,+,916,maize,1111,-0.091316725,,,
2262,1,Zm00001d033523,265546924,265551800,-,Zm00001d033524,265552536,265560155,+,736,maize,9084,0.095197519,,,
2263,1,Zm00001d033525,265603648,265610929,-,Zm00001d033526,265611152,265613835,+,223,maize,17793,0.387436143,,,
2264,1,Zm00001d033620,269012384,269014829,-,Zm00001d033621,269015051,269019380,+,222,maize,18977,0.044736635,,,
2265,1,Zm00001d033646,269551595,269556064,-,Zm00001d033647,269556220,269564208,+,156,maize,19380,0.093660763,,,
2266,1,Zm00001d033731,272370663,272372249,-,Zm00001d033732,272372952,272379170,+,703,maize,10071,-0.000777148,,,
2267,1,Zm00001d033932,278898437,278901893,-,Zm00001d033933,278902031,278907452,+,138,maize,18813,0.286536804,,,
2268,1,Zm00001d033993,280589402,280605270,-,Zm00001d033994,280605377,280608220,+,107,maize,18497,0.248276393,,,
2269,1,Zm00001d034167,285649808,285652788,-,Zm00001d034168,285653059,285655369,+,271,maize,16271,-0.010075437,,,
2270,1,Zm00001d034262,288271685,288274735,-,Zm00001d034263,288275261,288289725,+,526,maize,3399,0.043309922,,,
2271,1,Zm00001d034350,290344743,290354306,-,Zm00001d034351,290354479,290364728,+,173,maize,19273,-0.092627568,,,
2272,1,Zm00001d034432,292893097,292904934,-,Zm00001d034433,292905093,292912832,+,159,maize,19302,0.108960932,,,
2273,1,Zm00001d034522,295612799,295617698,-,Zm00001d034523,295617955,295620748,+,257,maize,17848,-0.282108911,,,
2274,1,Zm00001d034524,295621567,295632863,-,Zm00001d034525,295633173,295636319,+,310,maize,19039,0.316362256,,,
2275,1,Zm00001d034560,296362258,296363690,-,Zm00001d034561,296363993,296366195,+,303,maize,12544,0.140137534,,,
2276,1,Zm00001d034591,297382217,297386554,-,Zm00001d034592,297387068,297389686,+,514,maize,12246,-0.09757292,,,
2277,1,Zm00001d034665,299210476,299212684,-,Zm00001d034666,299212811,299215143,+,127,maize,18431,-0.199092722,,,
2278,1,Zm00001d034698,300196498,300198969,-,Zm00001d034699,300199124,300207782,+,155,maize,17654,-0.096317539,,,
2279,1,Zm00001d034750,301294415,301300276,-,Zm00001d034751,301301000,301302433,+,724,maize,18663,0.291233264,,,
2280,1,Zm00001d034764,301652253,301663297,-,Zm00001d034765,301663423,301667397,+,126,maize,12025,-0.115607063,,,
2281,1,Zm00001d034795,302374919,302378019,-,Zm00001d034796,302378485,302387299,+,466,maize,18855,0.197433819,,,
2282,1,Zm00001d034856,303903433,303908535,-,Zm00001d034857,303909143,303913644,+,608,maize,19084,-0.49421221,,,
2283,1,Zm00001d034879,304583080,304585959,-,Zm00001d034880,304586358,304588432,+,399,maize,19213,-0.313369305,,,
2284,1,Zm00001d034893,304954443,304956251,-,Zm00001d034894,304956316,304965176,+,65,maize,18816,-0.281415522,,,
2285,1,Zm00001d034932,306072454,306079843,-,Zm00001d034933,306079959,306082079,+,116,maize,15521,-0.069885804,,,
2286,2,Zm00001d001823,1523935,1526867,-,Zm00001d001824,1527403,1528307,+,536,maize,12959,-0.030870858,,,
2287,2,Zm00001d001826,1537721,1538940,-,Zm00001d001827,1539660,1545379,+,720,maize,13294,-0.22187667,,,
2288,2,Zm00001d001840,1702956,1703309,-,Zm00001d001841,1703673,1708071,+,364,maize,3848,-0.068932915,,,
2289,2,Zm00001d001843,1710917,1712421,-,Zm00001d001844,1713365,1718096,+,944,maize,18318,-0.534423729,,,
2290,2,Zm00001d001940,3197994,3200378,-,Zm00001d001941,3201231,3204850,+,853,maize,17179,-0.103015037,,,
2291,2,Zm00001d001966,3608159,3611883,-,Zm00001d001967,3611983,3617038,+,100,maize,19290,0.115392545,,,
2292,2,Zm00001d002099,5969116,5978995,-,Zm00001d002100,5979615,5981068,+,620,maize,10341,-0.1770361,,,
2293,2,Zm00001d002129,6412909,6421954,-,Zm00001d002130,6422180,6424987,+,226,maize,16313,0.785677066,,,
2294,2,Zm00001d002339,10595493,10598060,-,Zm00001d002340,10598321,10603491,+,261,maize,19206,0.105589782,,,
2295,2,Zm00001d002386,11639148,11646440,-,Zm00001d002387,11646470,11650790,+,30,maize,18953,-0.252422512,,,
2296,2,Zm00001d002455,13189111,13192192,-,Zm00001d002456,13192313,13197224,+,121,maize,11811,0.130197507,,,
2297,2,Zm00001d002538,14986698,14990518,-,Zm00001d002539,14990724,14993381,+,206,maize,18028,0.38793005,,,
2298,2,Zm00001d002557,15316483,15316830,-,Zm00001d002558,15317803,15318606,+,973,maize,3858,0.294480764,,,
2299,2,Zm00001d002693,19414196,19420375,-,Zm00001d002694,19421000,19428059,+,625,maize,15589,0.279726478,,,
2300,2,Zm00001d002879,25544333,25546588,-,Zm00001d002880,25546609,25550239,+,21,maize,16635,-0.078542157,,,
2301,2,Zm00001d003426,43975014,43982419,-,Zm00001d003427,43982572,43986370,+,153,maize,18160,-0.418450726,,,
2302,2,Zm00001d003617,50619615,50621030,-,Zm00001d003618,50621259,50624060,+,229,maize,16153,0.135724344,,,
2303,2,Zm00001d003652,52004247,52009839,-,Zm00001d003653,52010119,52013231,+,280,maize,18812,-0.597985602,,,
2304,2,Zm00001d003689,54514569,54515201,-,Zm00001d003690,54515841,54521636,+,640,maize,5217,0.790535768,,,
2305,2,Zm00001d003792,59491682,59492026,-,Zm00001d003793,59492106,59495512,+,80,maize,1373,0.265071648,,,
2306,2,Zm00001d003961,72418869,72419191,-,Zm00001d003962,72420037,72420246,+,846,maize,12591,0.15336268,,,
2307,2,Zm00001d003969,72941395,72942662,-,Zm00001d003970,72943450,72946006,+,788,maize,2058,0.636153208,,,
2308,2,Zm00001d003981,73518754,73519134,-,Zm00001d003982,73519830,73521307,+,696,maize,5719,0.007412061,,,
2309,2,Zm00001d004015,75789250,75791994,-,Zm00001d004016,75792232,75794245,+,238,maize,1212,-0.169764806,,,
2310,2,Zm00001d004020,76069583,76077522,-,Zm00001d004021,76077655,76080443,+,133,maize,16517,-0.439006694,,,
2311,2,Zm00001d004333,104144360,104151814,-,Zm00001d004334,104152619,104154147,+,805,maize,3723,0.007395712,,,
2312,2,Zm00001d004907,147966932,147970379,-,Zm00001d004908,147970803,147971519,+,424,maize,11778,-0.137463852,,,
2313,2,Zm00001d004939,149610814,149611533,-,Zm00001d004940,149611755,149613328,+,222,maize,3827,0.190215077,,,
2314,2,Zm00001d005080,157613247,157617354,-,Zm00001d005081,157617482,157618891,+,128,maize,18052,-0.246324037,,,
2315,2,Zm00001d005160,161883752,161884455,-,Zm00001d005161,161884678,161887223,+,223,maize,9194,-0.061659237,,,
2316,2,Zm00001d005616,180790191,180792445,-,Zm00001d005617,180792671,180794516,+,226,maize,2559,-0.10861909,,,
2317,2,Zm00001d005708,184109212,184113653,-,Zm00001d005709,184113997,184115968,+,344,maize,7844,0.044467704,,,
2318,2,Zm00001d005958,193814484,193820330,-,Zm00001d005959,193820450,193821676,+,120,maize,16132,0.154040657,,,
2319,2,Zm00001d006051,196572120,196575594,-,Zm00001d006052,196575825,196581941,+,231,maize,17095,-0.308440496,,,
2320,2,Zm00001d006070,197414822,197417429,-,Zm00001d006071,197417497,197420294,+,68,maize,19176,0.080665849,,,
2321,2,Zm00001d006125,199259912,199262530,-,Zm00001d006126,199262613,199265379,+,83,maize,17661,0.037093903,,,
2322,2,Zm00001d006159,200079624,200081355,-,Zm00001d006160,200081380,200085900,+,25,maize,18215,-0.28885348,,,
2323,2,Zm00001d006236,202580128,202588798,-,Zm00001d006237,202588963,202591234,+,165,maize,12655,0.061981334,,,
2324,2,Zm00001d006300,204058630,204070381,-,Zm00001d006301,204070449,204073025,+,68,maize,12122,0.640823656,,,
2325,2,Zm00001d006310,204252569,204255735,-,Zm00001d006311,204256542,204260847,+,807,maize,18632,0.208306108,,,
2326,2,Zm00001d006461,208886176,208891521,-,Zm00001d006462,208892470,208895849,+,949,maize,2173,-0.193865671,,,
2327,2,Zm00001d006480,209642696,209648667,-,Zm00001d006481,209648723,209654545,+,56,maize,14803,0.008504171,,,
2328,2,Zm00001d006507,210162715,210172319,-,Zm00001d006508,210172903,210177759,+,584,maize,17883,0.396629038,,,
2329,2,Zm00001d006632,213070973,213073682,-,Zm00001d006633,213074030,213075424,+,348,maize,2581,0.06514035,,,
2330,2,Zm00001d006695,214515629,214522493,-,Zm00001d006696,214523110,214524368,+,617,maize,1210,0.017392872,,,
2331,2,Zm00001d006871,218309398,218312057,-,Zm00001d006872,218312220,218316015,+,163,maize,19169,0.380786624,,,
2332,2,Zm00001d006880,218463970,218466465,-,Zm00001d006881,218466765,218475876,+,300,maize,11433,0.051339596,,,
2333,2,Zm00001d006898,218943746,218943982,-,Zm00001d006899,218944332,218947142,+,350,maize,9872,-0.133474093,,,
2334,2,Zm00001d006942,219961891,219963389,-,Zm00001d006943,219963606,219965438,+,217,maize,16970,-0.042422383,,,
2335,2,Zm00001d007386,230448468,230449205,-,Zm00001d007387,230449349,230454131,+,144,maize,6960,0.008407937,,,
2336,2,Zm00001d007434,231628490,231635655,-,Zm00001d007435,231635751,231645139,+,96,maize,19342,0.361129134,,,
2337,2,Zm00001d007486,232825416,232826846,-,Zm00001d007487,232827656,232828330,+,810,maize,6984,0.001990323,,,
2338,2,Zm00001d007542,234342168,234344722,-,Zm00001d007543,234345049,234346461,+,327,maize,3406,0.314406101,,,
2339,2,Zm00001d007548,234534330,234536774,-,Zm00001d007549,234537752,234541660,+,978,maize,16251,0.200517993,,,
2340,2,Zm00001d007818,240246167,240251430,-,Zm00001d007819,240252323,240254144,+,893,maize,2650,0.153004226,,,
2341,2,Zm00001d007889,241874596,241880785,-,Zm00001d007890,241881184,241885273,+,399,maize,18996,0.414876442,,,
2342,2,Zm00001d007901,242052645,242054040,-,Zm00001d007902,242054900,242059438,+,860,maize,19014,0.306826411,,,
2343,2,Zm00001d007954,243986527,243993172,-,Zm00001d007955,243993773,243994084,+,601,maize,4426,-0.244190625,,,
2344,3,Zm00001d039451,4734400,4737230,-,Zm00001d039452,4737374,4743944,+,144,maize,18010,0.1422159,,,
2345,3,Zm00001d039546,7807270,7812273,-,Zm00001d039547,7812566,7818795,+,293,maize,11460,-0.070270648,,,
2346,3,Zm00001d039554,7930158,7933184,-,Zm00001d039555,7933763,7935594,+,579,maize,1501,0.105003411,,,
2347,3,Zm00001d039721,12984712,12987761,-,Zm00001d039722,12988064,12989439,+,303,maize,4402,0.61244741,,,
2348,3,Zm00001d039747,13687680,13693484,-,Zm00001d039748,13694033,13694665,+,549,maize,5952,0.094612926,,,
2349,3,Zm00001d039782,14537998,14538768,-,Zm00001d039783,14539144,14539728,+,376,maize,7598,0.561840018,,,
2350,3,Zm00001d039788,14747663,14748751,-,Zm00001d039789,14749718,14752303,+,967,maize,3757,0.073292328,,,
2351,3,Zm00001d039874,17365718,17369090,-,Zm00001d039875,17369870,17370960,+,780,maize,2478,0.036045137,,,
2352,3,Zm00001d039899,18636392,18639644,-,Zm00001d039900,18639696,18644424,+,52,maize,18733,-0.033853653,,,
2353,3,Zm00001d040343,39041880,39045335,-,Zm00001d040344,39045836,39049419,+,501,maize,19369,0.010160181,,,
2354,3,Zm00001d040350,39391736,39392470,-,Zm00001d040351,39393105,39396421,+,635,maize,2557,-0.068471306,,,
2355,3,Zm00001d040560,49802802,49805909,-,Zm00001d040561,49806344,49811108,+,435,maize,2844,-0.013027382,,,
2356,3,Zm00001d040700,58962749,58964214,-,Zm00001d040701,58964292,58964537,+,78,maize,1027,0.572744784,,,
2357,3,Zm00001d040751,63578803,63579003,-,Zm00001d040752,63579469,63581973,+,466,maize,6551,0.099948084,,,
2358,3,Zm00001d040765,64549385,64551952,-,Zm00001d040766,64552842,64556161,+,890,maize,3854,0.086991457,,,
2359,3,Zm00001d040879,74904443,74905796,-,Zm00001d040880,74906493,74908019,+,697,maize,10625,0.868863057,,,
2360,3,Zm00001d040980,87902604,87907835,-,Zm00001d040981,87908250,87915687,+,415,maize,1392,-0.065956481,,,
2361,3,Zm00001d041199,105169280,105170167,-,Zm00001d041200,105170722,105172871,+,555,maize,1728,0.723155014,,,
2362,3,Zm00001d041204,105356377,105359732,-,Zm00001d041205,105360314,105361141,+,582,maize,2764,0.284560911,,,
2363,3,Zm00001d041325,112366449,112368629,-,Zm00001d041326,112369233,112370720,+,604,maize,15806,0.606430363,,,
2364,3,Zm00001d041346,113860754,113865747,-,Zm00001d041347,113866674,113868138,+,927,maize,12412,0.052591309,,,
2365,3,Zm00001d041533,126104284,126105794,-,Zm00001d041534,126106707,126109981,+,913,maize,5716,0.013679584,,,
2366,3,Zm00001d042043,148439507,148444239,-,Zm00001d042044,148445216,148448764,+,977,maize,18526,-0.151190719,,,
2367,3,Zm00001d042105,150764059,150765065,-,Zm00001d042106,150765466,150767548,+,401,maize,2140,0.041507773,,,
2368,3,Zm00001d042115,151475345,151475560,-,Zm00001d042116,151476203,151479266,+,643,maize,12196,0.455726119,,,
2369,3,Zm00001d042130,152436970,152441108,-,Zm00001d042131,152441251,152450630,+,143,maize,13433,0.85995593,,,
2370,3,Zm00001d042508,170134472,170136268,-,Zm00001d042509,170136744,170138019,+,476,maize,2106,-0.125415484,,,
2371,3,Zm00001d042593,173057147,173057683,-,Zm00001d042594,173057948,173060902,+,265,maize,5117,0.088150063,,,
2372,3,Zm00001d042633,174744441,174745061,-,Zm00001d042634,174745782,174748840,+,721,maize,10512,0.006437831,,,
2373,3,Zm00001d042711,177894858,177902283,-,Zm00001d042712,177902537,177928714,+,254,maize,11730,-0.157995104,,,
2374,3,Zm00001d042967,185332832,185333945,-,Zm00001d042968,185334729,185336842,+,784,maize,8163,-0.026454975,,,
2375,3,Zm00001d043015,186532719,186538117,-,Zm00001d043016,186538284,186539449,+,167,maize,12295,0.171751966,,,
2376,3,Zm00001d043145,190104392,190107930,-,Zm00001d043146,190108063,190112698,+,133,maize,18125,-0.03160576,,,
2377,3,Zm00001d043158,190365000,190368453,-,Zm00001d043159,190369156,190371344,+,703,maize,16215,-0.127310005,,,
2378,3,Zm00001d043167,190455738,190457029,-,Zm00001d043168,190457202,190458582,+,173,maize,15288,0.895310458,,,
2379,3,Zm00001d043190,191129617,191130423,-,Zm00001d043191,191130921,191139972,+,498,maize,12350,-0.005662329,,,
2380,3,Zm00001d043199,191414936,191416171,-,Zm00001d043200,191416497,191430313,+,326,maize,11752,0.73697239,,,
2381,3,Zm00001d043223,192362990,192364842,-,Zm00001d043224,192364970,192369072,+,128,maize,19245,0.681239737,,,
2382,3,Zm00001d043373,198027335,198029948,-,Zm00001d043374,198030697,198033316,+,749,maize,1645,0.148276888,,,
2383,3,Zm00001d043404,198914206,198921192,-,Zm00001d043405,198921272,198923752,+,80,maize,16893,0.02899926,,,
2384,3,Zm00001d043446,200383769,200385995,-,Zm00001d043447,200386689,200387207,+,694,maize,13949,0.089934739,,,
2385,3,Zm00001d043464,200802506,200803772,-,Zm00001d043465,200804000,200810081,+,228,maize,3794,-0.191838829,,,
2386,3,Zm00001d043548,203546413,203550524,-,Zm00001d043549,203551446,203552207,+,922,maize,12501,-0.100989309,,,
2387,3,Zm00001d043555,203744954,203749187,-,Zm00001d043556,203749252,203752529,+,65,maize,19238,0.49591291,,,
2388,3,Zm00001d043721,208292239,208298368,-,Zm00001d043722,208299038,208301621,+,670,maize,7502,0.231254288,,,
2389,3,Zm00001d044328,225330767,225334170,-,Zm00001d044329,225334349,225340679,+,179,maize,17913,-0.149798569,,,
2390,3,Zm00001d044370,226330737,226331378,-,Zm00001d044371,226331492,226333036,+,114,maize,3904,0.273414906,,,
2391,3,Zm00001d044417,227495710,227499719,-,Zm00001d044418,227499878,227503129,+,159,maize,17114,0.19962021,,,
2392,3,Zm00001d044487,229561282,229571488,-,Zm00001d044488,229572437,229578470,+,949,maize,2971,-0.0657314,,,
2393,3,Zm00001d044524,230864963,230866287,-,Zm00001d044525,230867146,230870919,+,859,maize,4668,0.132439973,,,
2394,3,Zm00001d044606,233293582,233295891,-,Zm00001d044607,233296834,233298076,+,943,maize,5921,-0.370758475,,,
2395,4,Zm00001d048661,2959105,2960799,-,Zm00001d048662,2961499,2962521,+,700,maize,3674,0.183449926,,,
2396,4,Zm00001d048663,2963433,2979198,-,Zm00001d048664,2979866,2980753,+,668,maize,1708,-0.211721515,,,
2397,4,Zm00001d048721,4184200,4187807,-,Zm00001d048722,4187982,4189310,+,175,maize,12159,0.055100345,,,
2398,4,Zm00001d048782,5476678,5478607,-,Zm00001d048783,5479500,5501595,+,893,maize,1786,-0.000645033,,,
2399,4,Zm00001d049188,19758370,19765128,-,Zm00001d049189,19765914,19766447,+,786,maize,18230,0.253997129,,,
